PackID,Avg_syn_flag,Avg_fin_flag,Avg_ack_flag,Avg_psh_flag,Avg_rst_flag,Avg_DNS_pkt,Avg_TCP_pkt,Avg_UDP_pkt,Avg_ICMP_pkt,Duration_window_flow,Avg_delta_time,Min_delta_time,Max_delta_time,StDev_delta_time,Avg_pkts_lenght,Min_pkts_lenght,Max_pkts_lenght,StDev_pkts_lenght,Avg_small_payload_pkt,Avg_payload,Min_payload,Max_payload,StDev_payload,Avg_DNS_over_TCP,Label
1334,0,0,0.9,0.1,0,0,1,0,0,0.072926,0.0072926,4.90E-05,0.066801,0.022052962,538.3,54,1514,687.8485056,0.6,484.3,0,1460,687.8485056,0,Windows7
1335,0,0.1,0.8,0.1,0,0,1,0,0,1.63068,0.163068,5.40E-05,1.565661,0.519372448,210.3,54,1434,433.2677002,0.8,152.7,0,1368,429.9266216,0,Windows7
1336,0,0,1,0,0,0,1,0,0,0.012777,0.0012777,8.10E-05,0.005755,0.001866683,939.6,78,1514,741.5472114,0.4,868.8,0,1448,747.7439847,0,Windows7
1337,0,0,0.9,0.1,0,0,1,0,0,0.006792,0.0006792,4.30E-05,0.003533,0.001086624,934.8,66,1514,747.7439847,0.4,868.8,0,1448,747.7439847,0,Windows7
1338,0,0,0.9,0.1,0,0,1,0,0,0.030181,0.0030181,0.000448,0.017548,0.005540357,1393.9,583,1484,284.9212172,0,1327.9,517,1418,284.9212172,0,Windows7
1339,0,0,1,0,0,0,1,0,0,0.00684,0.000684,0.000103,0.002186,0.000644666,939.6,78,1514,741.5472114,0.4,868.8,0,1448,747.7439847,0,Windows7
1340,0,0,1,0,0,0,1,0,0,0.005173,0.0005173,0.000146,0.002324,0.00067192,1088,94,1514,685.925166,0.3,1013.6,0,1448,699.4504509,0,Windows7
1341,0,0,1,0,0,0,1,0,0,0.007936,0.0007936,0.000316,0.002894,0.000796035,1079.6,66,1514,699.4504509,0.3,1013.6,0,1448,699.4504509,0,Windows7
1342,0,0,1,0,0,0,1,0,0,0.003614,0.0003614,6.30E-05,0.000667,0.00022299,1083.2,78,1514,693.6539003,0.3,1013.6,0,1448,699.4504509,0,Windows7
1343,0,0,1,0,0,0,1,0,0,0.003076,0.0003076,5.50E-05,0.000871,0.000264791,784,54,1514,769.487564,0.5,730,0,1460,769.487564,0,Windows7
1344,0,0,1,0,0,0,1,0,0,0.004793,0.0004793,0.000254,0.001056,0.000294495,942.8,86,1514,737.4160291,0.4,868.8,0,1448,747.7439847,0,Windows7
1345,0,0,1,0,0,0,1,0,0,0.014448,0.0014448,0.000482,0.004591,0.001430823,1369.2,66,1514,457.8978052,0.1,1303.2,0,1448,457.8978052,0,Windows7
1346,0,0,1,0,0,0,1,0,0,0.002718,0.0002718,6.50E-05,0.001201,0.000372434,500.4,66,1514,699.4504509,0.7,434.4,0,1448,699.4504509,0,Windows7
1347,0,0,1,0,0,0,1,0,0,0.006921,0.0006921,7.60E-05,0.001801,0.000524798,1224.4,66,1514,610.5304069,0.2,1158.4,0,1448,610.5304069,0,Windows7
1348,0,0,0.5,0.5,0,0,1,0,0,0.693939,0.0693939,7.90E-05,0.612098,0.201396612,86.9,66,112,22.17831774,0.5,20.9,0,46,22.17831774,0,Windows7
1349,0,0,1,0,0,0,1,0,0,0.006074,0.0006074,0.000287,0.002535,0.000701868,1369.2,66,1514,457.8978052,0.1,1303.2,0,1448,457.8978052,0,Windows7
1350,0,0,1,0,0,0,1,0,0,0.008667,0.0008667,7.90E-05,0.002735,0.001070086,804,94,1514,748.4057129,0.5,724,0,1448,763.1630087,0,Windows7
1351,0,0,1,0,0,0,1,0,0,0.004633,0.0004633,0.000298,0.000942,0.00021734,1514,1514,1514,0,0,1448,1448,1448,0,0,Windows7
1352,0,0,1,0,0,0,1,0,0,0.003145,0.0003145,5.30E-05,0.001187,0.000340603,1037.6,66,1454,670.4676975,0.3,971.6,0,1388,670.4676975,0,Windows7
1353,0,0,0.7,0.3,0,0,1,0,0,0.033171,0.0033171,7.30E-05,0.0275,0.008997663,741.3,66,1514,676.8636905,0.3,672.9,0,1448,679.4907325,0,Windows7
1354,0,0,1,0,0,0,1,0,0,0.008711,0.0008711,0.000364,0.00285,0.001021037,1484,1484,1484,0,0,1418,1418,1418,0,0,Windows7
1355,0,0.4,0.1,0.5,0,0,1,0,0,0.057072,0.0057072,0.000175,0.050834,0.016701494,80.9,66,112,16.94730395,0.9,14.9,0,46,16.94730395,0,Windows7
1356,0,0,0.9,0.1,0,0,1,0,0,0.004031,0.0004031,0.000344,0.000513,5.03E-05,1472,1094,1514,132.8156617,0,1406,1028,1448,132.8156617,0,Windows7
1357,0,0,1,0,0,0,1,0,0,0.003491,0.0003491,8.60E-05,0.000817,0.0002259,1206,94,1484,586.0754597,0.2,1134.4,0,1418,597.8812963,0,Windows7
1358,0,0,0.7,0.3,0,0,1,0,0,0.003076,0.0003076,5.80E-05,0.00105,0.000323287,787.2,66,1484,735.3917777,0.4,721.2,0,1418,735.3917777,0,Windows7
1359,0,0,0.6,0.4,0,0,1,0,0,0.090166,0.0090166,5.00E-05,0.06077,0.020850675,640.2,54,1494,627.7292056,0.3,586.2,0,1440,627.7292056,0,Windows7
1360,0,0,0.7,0.3,0,0,1,0,0,0.024177,0.0024177,6.80E-05,0.01101,0.004025273,451.9,66,1484,617.1913894,0.5,385.9,0,1418,617.1913894,0,Windows7
1361,0,0,0.5,0.5,0,0,1,0,0,0.286955,0.0286955,3.60E-05,0.192348,0.065172117,115.9,66,264,76.83091102,0.6,49.9,0,198,76.83091102,0,Windows7
1362,0,0,0.5,0.5,0,0,1,0,0,0.067583,0.0067583,3.30E-05,0.04079,0.014048292,378,66,1454,569.4246609,0.5,312,0,1388,569.4246609,0,Windows7
1363,0,0,0.9,0.1,0,0,1,0,0,0.011643,0.0011643,0.000303,0.004863,0.001700382,1327.2,66,1514,462.3805071,0.1,1261.2,0,1448,462.3805071,0,Windows7
1364,0,0,1,0,0,0,1,0,0,0.007691,0.0007691,0.000409,0.003225,0.000925975,1514,1514,1514,0,0,1448,1448,1448,0,0,Windows7
1365,0,0.1,0.4,0.3,0,0.2,0.8,0.2,0,0.054887,0.0054887,3.30E-05,0.02539,0.008839983,80.3,66,105,16.78656871,0.6,10.9,0,39,18.96566446,0.066666667,Windows7
1366,0,0,1,0,0,0,1,0,0,0.011286,0.0011286,6.40E-05,0.005108,0.001653818,804,94,1514,748.4057129,0.5,724,0,1448,763.1630087,0,Windows7
1367,0,0,1,0,0,0,1,0,0,0.011874,0.0011874,6.80E-05,0.005457,0.002005211,790,66,1514,763.1630087,0.5,724,0,1448,763.1630087,0,Windows7
1368,0.2,0,0.4,0.4,0,0,1,0,0,0.293658,0.0293658,0.000104,0.194411,0.062287856,190.5,66,604,188.1543397,0.6,122.9,0,538,189.2819473,0,Windows7
1369,0,0,0.8,0.2,0,0,1,0,0,0.004202,0.0004202,5.70E-05,0.001235,0.000343497,1114.7,66,1514,645.877878,0.1,1048.7,0,1448,645.877878,0,Windows7
1370,0,0,1,0,0,0,1,0,0,0.006944,0.0006944,5.60E-05,0.004392,0.001392158,760,66,1454,731.5402321,0.5,694,0,1388,731.5402321,0,Windows7
1371,0,0,1,0,0,0,1,0,0,0.010402,0.0010402,7.60E-05,0.003916,0.001285403,1082,66,1514,695.5937512,0.3,1013.6,0,1448,699.4504509,0,Windows7
1372,0,0,1,0,0,0,1,0,0,0.013003,0.0013003,3.20E-05,0.004565,0.001623942,796,78,1514,756.8384533,0.5,724,0,1448,763.1630087,0,Windows7
1373,0,0,0.9,0.1,0,0,1,0,0,0.00508,0.000508,0.000136,0.00216,0.000618789,1328.4,78,1514,458.7449546,0.1,1261.2,0,1448,462.3805071,0,Windows7
1374,0,0,1,0,0,0,1,0,0,0.00465,0.000465,5.60E-05,0.002206,0.000686881,790,66,1514,763.1630087,0.5,724,0,1448,763.1630087,0,Windows7
1375,0,0,1,0,0,0,1,0,0,0.01356,0.001356,0.000487,0.007757,0.002353719,1514,1514,1514,0,0,1448,1448,1448,0,0,Windows7
1376,0,0,1,0,0,0,1,0,0,0.007531,0.0007531,5.30E-05,0.002169,0.000682711,942.8,86,1514,737.4160291,0.4,868.8,0,1448,747.7439847,0,Windows7
1377,0,0,1,0,0,0,1,0,0,0.011671,0.0011671,6.80E-05,0.00801,0.002522821,1369.2,66,1514,457.8978052,0.1,1303.2,0,1448,457.8978052,0,Windows7
1378,0.1,0,0.7,0.2,0,0,1,0,0,0.071162,0.0071162,6.60E-05,0.03291,0.013483393,483,54,1514,612.6089926,0.6,426.6,0,1460,614.4423307,0,Windows7
1379,0,0,0.5,0.5,0,0,1,0,0,0.297348,0.0297348,4.50E-05,0.146936,0.051672526,147.3,66,458,129.1029305,0.5,81.3,0,392,129.1029305,0,Windows7
1380,0,0,1,0,0,0,1,0,0,0.003739,0.0003739,7.20E-05,0.000778,0.000238661,1083.2,78,1514,693.6539003,0.3,1013.6,0,1448,699.4504509,0,Windows7
1381,0,0,1,0,0,0,1,0,0,0.005929,0.0005929,7.00E-05,0.002138,0.000589993,1228.4,86,1514,602.0976665,0.2,1158.4,0,1448,610.5304069,0,Windows7
1382,0,0,1,0,0,0,1,0,0,0.045982,0.0045982,6.30E-05,0.040631,0.013347967,760,66,1454,731.5402321,0.5,694,0,1388,731.5402321,0,Windows7
1383,0.2,0,0.2,0.6,0,0,1,0,0,0.217753,0.0217753,0.000126,0.071119,0.027693543,176,66,583,156.9458505,0.4,108.4,0,517,158.1329961,0,Windows7
1384,0,0,0.8,0.2,0,0,1,0,0,0.087848,0.0087848,6.70E-05,0.052419,0.018007423,1075.1,66,1514,667.120254,0.2,1009.1,0,1448,667.120254,0,Windows7
1385,0,0,0.9,0.1,0,0,1,0,0,0.011476,0.0011476,5.40E-05,0.004684,0.001503736,736.4,66,1514,724.5073729,0.5,670.4,0,1448,724.5073729,0,Windows7
1386,0,0,1,0,0,0,1,0,0,0.008817,0.0008817,0.000113,0.004185,0.001256734,1083.2,78,1514,693.6539003,0.3,1013.6,0,1448,699.4504509,0,Windows7
1387,0,0,1,0,0,0,1,0,0,0.019241,0.0019241,6.50E-05,0.014818,0.004856766,790,66,1514,763.1630087,0.5,724,0,1448,763.1630087,0,Windows7
1388,0,0,0,0,0,1,0,1,0,0.171995,0.0171995,0.000146,0.079723,0.025634725,157.3,73,534,138.985251,0,0,0,0,0,0,Windows7
1389,0.2,0,0.2,0.2,0,0.4,0.6,0.3,0.1,0.737921,0.0737921,8.70E-05,0.381364,0.132494062,217,54,1124,323.2652849,0.4,115.9,0,1070,431.0315147,0.4,Windows7
1390,0,0,1,0,0,0,1,0,0,0.004113,0.0004113,7.60E-05,0.000656,0.000170706,1224.4,66,1514,610.5304069,0.2,1158.4,0,1448,610.5304069,0,Windows7
1391,0,0,1,0,0,0,1,0,0,0.003945,0.0003945,5.30E-05,0.002451,0.000771108,796,78,1514,756.8384533,0.5,724,0,1448,763.1630087,0,Windows7
1392,0,0,1,0,0,0,1,0,0,0.266444,0.0266444,4.40E-05,0.238477,0.078465181,1079.6,66,1514,699.4504509,0.3,1013.6,0,1448,699.4504509,0,Windows7
1393,0,0,1,0,0,0,1,0,0,0.013686,0.0013686,4.00E-05,0.006826,0.002360805,796,78,1514,756.8384533,0.5,724,0,1448,763.1630087,0,Windows7
1394,0,0,1,0,0,0,1,0,0,0.00225,0.000225,6.60E-05,0.000708,0.000261615,365.2,78,1514,605.4707627,0.8,289.6,0,1448,610.5304069,0,Windows7
1395,0,0,1,0,0,0,1,0,0,0.001891,0.0001891,3.80E-05,0.000452,0.000184301,800,86,1514,752.6220831,0.5,724,0,1448,763.1630087,0,Windows7
1396,0,0.2,0.4,0.2,0.2,0,1,0,0,0.315205,0.0315205,8.10E-05,0.241071,0.078418437,73.2,54,112,20.76214504,0.9,12,0,46,17.22401424,0,Windows7
1397,0,0,1,0,0,0,1,0,0,0.005082,0.0005082,0.000135,0.001835,0.000502483,1067,94,1484,671.4337892,0.3,992.6,0,1418,684.9590742,0,Windows7
1398,0,0,0.9,0.1,0,0,1,0,0,0.014055,0.0014055,0.000267,0.006994,0.002322825,1327.2,66,1514,462.3805071,0.1,1261.2,0,1448,462.3805071,0,Windows7
1399,0,0,0.4,0.5,0,0,0.9,0.1,0,0.064156,0.0064156,6.60E-05,0.031236,0.011933006,402.1,77,1484,577.2610521,0.3,331.8,0,1418,602.5782107,0,Windows7
1400,0,0,0.9,0.1,0,0,1,0,0,0.005416,0.0005416,5.60E-05,0.002243,0.000640978,986.9,66,1514,695.6059629,0.3,927.7,0,1460,703.2161119,0,Windows7
1401,0,0,0.9,0,0.1,0,1,0,0,0.09456,0.009456,4.70E-05,0.05476,0.018342347,787.6,54,1514,765.7053683,0.5,724,0,1448,763.1630087,0,Windows7
1402,0,0,0.9,0.1,0,0,1,0,0,0.008791,0.0008791,7.50E-05,0.00452,0.001347686,1207.2,66,1514,603.8514902,0.2,1141.2,0,1448,603.8514902,0,Windows7
1403,0,0,0.9,0.1,0,0,1,0,0,0.009529,0.0009529,4.30E-05,0.006541,0.002063643,1182.4,66,1514,602.7918749,0.2,1116.4,0,1448,602.7918749,0,Windows7
1404,0,0,1,0,0,0,1,0,0,2.071362,0.2071362,0.000154,0.662894,0.230371844,60,54,66,5.656854249,1,1.2,0,6,2.529822128,0,Windows7
1405,0,0,1,0,0,0,1,0,0,0.012241,0.0012241,6.60E-05,0.005839,0.001934697,796,66,1514,756.8736868,0.5,724,0,1448,763.1630087,0,Windows7
1406,0,0,1,0,0,0,1,0,0,0.004395,0.0004395,7.30E-05,0.001093,0.000306971,1083.2,78,1514,693.6539003,0.3,1013.6,0,1448,699.4504509,0,Windows7
1407,0,0,0.6,0.4,0,0,1,0,0,1.19497,0.119497,9.20E-05,0.909971,0.300414088,73.5,54,100,21.72172492,0.6,18.3,0,46,22.49962963,0,Windows7
1408,0.1,0,0.1,0.3,0,0.5,0.5,0.5,0,0.458742,0.0458742,0.001404,0.135491,0.055788152,119.3,66,354,89.09676388,0.2,20.3,0,111,45.58289153,0.25,Windows7
1409,0,0,0.8,0.2,0,0,1,0,0,0.036391,0.0036391,4.90E-05,0.024125,0.007795128,577,66,1514,666.8373115,0.5,512.2,0,1448,666.8361118,0,Windows7
1410,0,0,1,0,0,0,1,0,0,0.004401,0.0004401,0.000384,0.000568,5.91E-05,1514,1514,1514,0,0,1448,1448,1448,0,0,Windows7
1411,0,0.1,0.6,0.2,0.1,0,1,0,0,0.005232,0.0005232,8.60E-05,0.002937,0.000902974,651.7,54,1454,693.9548576,0.3,586.9,0,1388,692.8159047,0,Windows7
1412,0,0,1,0,0,0,1,0,0,0.021125,0.0021125,6.50E-05,0.005636,0.002001491,1079.6,66,1514,699.4504509,0.3,1013.6,0,1448,699.4504509,0,Windows7
1413,0,0,0.8,0.2,0,0,1,0,0,0.004699,0.0004699,4.10E-05,0.00199,0.000677236,708.8,54,1514,715.7089415,0.5,647.6,0,1448,716.1953799,0,Windows7
1414,0,0,1,0,0,0,1,0,0,0.011571,0.0011571,0.00011,0.005157,0.001562907,1057.4,54,1484,686.8990222,0.3,992.6,0,1418,684.9590742,0,Windows7
1415,0,0,1,0,0,0,1,0,0,0.003862,0.0003862,0.000111,0.000605,0.0001422,1369.2,66,1514,457.8978052,0.1,1303.2,0,1448,457.8978052,0,Windows7
1416,0,0,0.8,0.2,0,0,1,0,0,0.021414,0.0021414,0.000177,0.011954,0.00417731,957.9,66,1484,687.1351881,0.2,891.9,0,1418,687.1351881,0,Windows7
1417,0,0,1,0,0,0,1,0,0,0.014972,0.0014972,6.20E-05,0.006292,0.002103391,764,66,1462,735.7566023,0.5,698,0,1396,735.7566023,0,Windows7
1418,0,0,0.7,0.3,0,0,1,0,0,0.002149,0.0002149,5.50E-05,0.000504,0.00017341,613.1,66,1514,631.2031633,0.5,547.1,0,1448,631.2031633,0,Windows7
1419,0,0,1,0,0,0,1,0,0,0.007583,0.0007583,6.70E-05,0.004055,0.001216455,1224.4,66,1514,610.5304069,0.2,1158.4,0,1448,610.5304069,0,Windows7
1420,0,0,1,0,0,0,1,0,0,0.008273,0.0008273,4.50E-05,0.004061,0.001376531,1058.6,66,1484,684.9590742,0.3,992.6,0,1418,684.9590742,0,Windows7
1421,0,0,1,0,0,0,1,0,0,0.003393,0.0003393,0.000111,0.000674,0.000182522,1079.6,66,1514,699.4504509,0.3,1013.6,0,1448,699.4504509,0,Windows7
1422,0,0,1,0,0,0,1,0,0,0.015031,0.0015031,0.000584,0.005801,0.001620908,796,78,1514,756.8384533,0.5,724,0,1448,763.1630087,0,Windows7
1423,0,0,1,0,0,0,1,0,0,0.009106,0.0009106,6.60E-05,0.004124,0.001403841,1224.4,66,1514,610.5304069,0.2,1158.4,0,1448,610.5304069,0,Windows7
1424,0,0,0.4,0.4,0,0.2,0.8,0.2,0,0.050842,0.0050842,0.000341,0.026537,0.009539513,916.7,66,1514,703.3336572,0.1,847.1,0,1448,623.1980739,0.033333333,Windows7
1425,0,0,0.8,0.2,0,0,1,0,0,0.17038,0.017038,6.70E-05,0.05865,0.027059445,605.4,54,1506,666.1670128,0.5,549,0,1452,668.3418952,0,Windows7
1426,0,0,1,0,0,0,1,0,0,0.013566,0.0013566,0.000379,0.006932,0.00210367,1369.2,66,1514,457.8978052,0.1,1303.2,0,1448,457.8978052,0,Windows7
1427,0,0,0.9,0.1,0,0,1,0,0,0.012874,0.0012874,0.000113,0.006158,0.001849461,1227.2,66,1514,604.6635061,0.2,1161.2,0,1448,604.6635061,0,Windows7
1428,0,0,0.9,0.1,0,0,1,0,0,0.003887,0.0003887,4.70E-05,0.001057,0.000334962,1037.6,66,1514,682.8813465,0.3,971.6,0,1448,682.8813465,0,Windows7
1429,0,0,0.6,0,0,0.4,0.6,0.4,0,1.084764,0.1084764,0.00207,0.421186,0.138042427,157.3,60,509,183.23273,0.6,0.6,0,6,2.449489743,0.4,Windows7
1430,0,0,1,0,0,0,1,0,0,0.00896,0.000896,8.00E-05,0.00285,0.000928177,1224.4,66,1514,610.5304069,0.2,1158.4,0,1448,610.5304069,0,Windows7
1431,0,0.1,0.7,0,0,0.2,0.8,0.2,0,0.272427,0.0272427,0.000154,0.081033,0.034545678,82.1,66,176,34.66169836,0.8,2.4,0,24,8.485281374,0.2,Windows7
1432,0,0,1,0,0,0,1,0,0,0.06215,0.006215,6.10E-05,0.043336,0.013953778,1224.4,66,1514,610.5304069,0.2,1158.4,0,1448,610.5304069,0,Windows7
1433,0,0,0.9,0.1,0,0,1,0,0,0.011201,0.0011201,0.000337,0.006416,0.001968866,1327.2,66,1514,462.3805071,0.1,1261.2,0,1448,462.3805071,0,Windows7
1434,0,0,0.9,0.1,0,0,1,0,0,0.009073,0.0009073,6.00E-05,0.003104,0.001195768,743.3,66,1514,727.3868068,0.5,677.3,0,1448,727.3868068,0,Windows7
1435,0,0,0.1,0.2,0,0,0.3,0.7,0,0.03401,0.003401,0.000144,0.011505,0.004944835,100.7,54,312,76.24237667,0.1,32.7,0,258,133.5702063,0,Windows7
1436,0,0,1,0,0,0,1,0,0,0.002839,0.0002839,6.80E-05,0.000497,0.000123492,941.2,78,1514,739.4864284,0.4,868.8,0,1448,747.7439847,0,Windows7
1437,0,0,1,0,0,0,1,0,0,0.00915,0.000915,0.00026,0.003858,0.001145916,1224.4,66,1514,610.5304069,0.2,1158.4,0,1448,610.5304069,0,Windows7
1438,0,0,1,0,0,0,1,0,0,0.012946,0.0012946,6.60E-05,0.008637,0.002786694,764,66,1462,735.7566023,0.5,698,0,1396,735.7566023,0,Windows7
1439,0,0,1,0,0,0,1,0,0,0.012481,0.0012481,0.000329,0.00619,0.001945758,1514,1514,1514,0,0,1448,1448,1448,0,0,Windows7
1440,0.1,0,0.7,0.2,0,0,1,0,0,0.009942,0.0009942,5.10E-05,0.004397,0.001533041,546.9,54,1514,679.0710076,0.5,490.5,0,1460,680.1939674,0,Windows7
1441,0,0,1,0,0,0,1,0,0,0.015515,0.0015515,0.000209,0.00922,0.002884618,942,78,1514,738.4524358,0.4,868.8,0,1448,747.7439847,0,Windows7
1442,0,0,1,0,0,0,1,0,0,0.013393,0.0013393,4.50E-05,0.008805,0.002896133,790,66,1514,763.1630087,0.5,724,0,1448,763.1630087,0,Windows7
1443,0,0,1,0,0,0,1,0,0,0.006119,0.0006119,0.000512,0.001411,0.000286044,1369.2,66,1514,457.8978052,0.1,1303.2,0,1448,457.8978052,0,Windows7
1444,0,0,1,0,0,0,1,0,0,0.008142,0.0008142,0.000385,0.003346,0.000931812,1514,1514,1514,0,0,1448,1448,1448,0,0,Windows7
1445,0,0,1,0,0,0,1,0,0,0.006538,0.0006538,6.20E-05,0.002431,0.000930008,1058.6,66,1484,684.9590742,0.3,992.6,0,1418,684.9590742,0,Windows7
1446,0,0,1,0,0,0,1,0,0,0.061974,0.0061974,7.20E-05,0.030296,0.009668428,1079.6,66,1514,699.4504509,0.3,1013.6,0,1448,699.4504509,0,Windows7
1447,0,0.2,0.4,0.4,0,0,1,0,0,0.25891,0.025891,8.20E-05,0.103635,0.041475464,70,54,100,20.08316044,0.8,16,0,46,20.08316044,0,Windows7
1448,0,0,0.9,0.1,0,0,1,0,0,0.008711,0.0008711,0.000158,0.003747,0.001095701,1435.6,730,1514,247.9225686,0,1369.6,664,1448,247.9225686,0,Windows7
1449,0,0,1,0,0,0,1,0,0,0.002573,0.0002573,4.70E-05,0.001025,0.000326502,778,94,1462,720.9993065,0.5,698,0,1396,735.7566023,0,Windows7
1450,0,0,0.4,0.2,0,0.4,0.6,0.4,0,0.716786,0.0716786,3.10E-05,0.615026,0.201697807,169.4,66,548,198.8540503,0.6,6.2,0,31,16.00833116,0.2,Windows7
1451,0,0.2,0.3,0.5,0,0,1,0,0,0.054972,0.0054972,3.30E-05,0.036655,0.011880027,134.8,54,309,109.0838617,0.6,80.8,0,255,109.0838617,0,Windows7
1452,0,0,0.9,0.1,0,0,1,0,0,0.004911,0.0004911,0.000386,0.001189,0.000243836,1372.5,99,1514,447.4622889,0,1306.5,33,1448,447.4622889,0,Windows7
1453,0.2,0.2,0,0,0,0.6,0.4,0.6,0,0.21074,0.021074,0.000136,0.136114,0.043903428,189.5,54,554,191.0655792,0.4,0,0,0,0,0,Windows7
1454,0.1,0,0.5,0.3,0,0.1,0.9,0.1,0,0.166684,0.0166684,4.60E-05,0.120903,0.04016585,248,54,1514,452.1373931,0.5,190,0,1460,476.2224912,0.025,Windows7
1455,0,0,0.6,0.2,0,0.2,0.8,0.2,0,0.006479,0.0006479,5.30E-05,0.002676,0.000792963,828.4,66,1514,692.6572345,0.3,702.4,0,1448,728.4268764,0.05,Windows7
1456,0,0,0.9,0.1,0,0,1,0,0,0.005892,0.0005892,4.80E-05,0.003654,0.001154455,636.4,54,1514,748.075932,0.6,581.2,0,1460,749.1015063,0,Windows7
1457,0,0.1,0.4,0.5,0,0,1,0,0,0.054584,0.0054584,0.000142,0.015036,0.005659787,277.3,66,1373,423.7890067,0.7,211.3,0,1307,423.7890067,0,Windows7
1458,0,0,1,0,0,0,1,0,0,0.006626,0.0006626,7.30E-05,0.00226,0.000686862,1369.2,66,1514,457.8978052,0.1,1303.2,0,1448,457.8978052,0,Windows7
1459,0,0,1,0,0,0,1,0,0,0.007606,0.0007606,7.50E-05,0.003585,0.001082738,914.8,94,1462,706.4321623,0.4,837.6,0,1396,720.8913002,0,Windows7
1460,0,0,0.9,0.1,0,0,1,0,0,0.008651,0.0008651,0.000288,0.003508,0.001025454,1032.5,94,1462,650.3033907,0.3,958.1,0,1396,663.7741333,0,Windows7
1461,0,0,1,0,0,0,1,0,0,0.003211,0.0003211,9.10E-05,0.000585,0.000183388,1206,94,1484,586.0754597,0.2,1134.4,0,1418,597.8812963,0,Windows7
1462,0,0,1,0,0,0,1,0,0,0.00275,0.000275,3.40E-05,0.000844,0.00033278,796,78,1514,756.8384533,0.5,724,0,1448,763.1630087,0,Windows7
1463,0,0,1,0,0,0,1,0,0,0.009536,0.0009536,5.60E-05,0.005062,0.00160751,916.8,66,1484,732.2520513,0.4,850.8,0,1418,732.2520513,0,Windows7
1464,0.1,0,0.8,0,0,0.1,0.9,0.1,0,0.014227,0.0014227,6.30E-05,0.00909,0.002916886,650.3,54,1514,742.1138053,0.5,583.8,0,1460,767.8072675,0.02,Windows7
1465,0,0,1,0,0,0,1,0,0,0.057892,0.0057892,6.70E-05,0.027531,0.009217251,1079.6,66,1514,699.4504509,0.3,1013.6,0,1448,699.4504509,0,Windows7
1466,0,0,0.2,0.2,0,0,0.4,0.1,0.5,2.752616,0.2752616,0.002903,0.908424,0.414151869,90.9,66,105,15.21293309,0.2,7.8,0,39,22.5166605,0,Windows7
1467,0,0,1,0,0,0,1,0,0,0.00662,0.000662,0.000251,0.002097,0.00060397,1226.8,78,1514,605.4707627,0.2,1158.4,0,1448,610.5304069,0,Windows7
1468,0,0,1,0,0,0,1,0,0,0.01025,0.001025,0.000262,0.00472,0.00139216,1200.4,66,1484,597.8812963,0.2,1134.4,0,1418,597.8812963,0,Windows7
1469,0,0,1,0,0,0,1,0,0,0.009151,0.0009151,0.000213,0.00611,0.00191381,1369.2,66,1514,457.8978052,0.1,1303.2,0,1448,457.8978052,0,Windows7
1470,0,0.4,0.2,0.2,0.1,0,0.9,0.1,0,1.075395,0.1075395,8.40E-05,0.459434,0.162577204,127.9,54,373,127.7771063,0.7,63.2,0,319,139.3509758,0,Windows7
1471,0,0,0.9,0.1,0,0,1,0,0,0.02525,0.002525,4.90E-05,0.017067,0.005626337,647.1,54,1514,743.384221,0.5,593.1,0,1460,743.384221,0,Windows7
1472,0.1,0,0.6,0,0,0.3,0.7,0.3,0,0.345051,0.0345051,0.000217,0.142313,0.056607622,72.5,54,121,19.49501361,0.7,0,0,0,0,0,Windows7
1473,0,0,0.9,0.1,0,0,1,0,0,0.007297,0.0007297,6.50E-05,0.003596,0.001126612,1058.6,66,1484,684.9590742,0.3,992.6,0,1418,684.9590742,0,Windows7
1474,0,0,0.9,0.1,0,0,1,0,0,0.006931,0.0006931,0.000398,0.002852,0.000786798,1327.2,66,1514,462.3805071,0.1,1261.2,0,1448,462.3805071,0,Windows7
1475,0,0,0,0,0,1,0,1,0,0.28261,0.028261,0.000698,0.206487,0.067019805,182.7,71,548,191.8118581,0,0,0,0,0,0,Windows7
1476,0,0,1,0,0,0,1,0,0,0.011208,0.0011208,0.00044,0.005439,0.00167559,1369.2,66,1514,457.8978052,0.1,1303.2,0,1448,457.8978052,0,Windows7
1477,0,0,0.9,0.1,0,0,1,0,0,0.023197,0.0023197,6.30E-05,0.009552,0.003349681,856.4,66,1514,720.886368,0.4,790.4,0,1448,720.886368,0,Windows7
1478,0,0,1,0,0,0,1,0,0,0.00843,0.000843,4.80E-05,0.004655,0.001483085,1058.6,66,1484,684.9590742,0.3,992.6,0,1418,684.9590742,0,Windows7
1479,0,0.2,0.6,0.2,0,0,1,0,0,0.009493,0.0009493,5.40E-05,0.005175,0.001685964,497,54,1494,688.1776256,0.7,438.2,0,1440,691.4179955,0,Windows7
1480,0,0,1,0,0,0,1,0,0,0.006791,0.0006791,5.60E-05,0.004094,0.001273098,916.8,66,1484,732.2520513,0.4,850.8,0,1418,732.2520513,0,Windows7
1481,0,0,1,0,0,0,1,0,0,0.003189,0.0003189,5.60E-05,0.000642,0.000197671,1188.4,94,1462,576.7994452,0.2,1116.8,0,1396,588.6052818,0,Windows7
1482,0,0,1,0,0,0,1,0,0,0.002787,0.0002787,5.90E-05,0.0005,0.000188592,1079.6,66,1514,699.4504509,0.3,1013.6,0,1448,699.4504509,0,Windows7
